round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-05-29-1M,anthropic-claude-opus-4-7,anthropic,1,SEMICONDUCTORS,2500,25.0,1,0.055181721064451184,0.013795430266112796,"Strong momentum, Q1 chip sales +25% QoQ, AI capex set to rise 75% in 2026."
CB-2026-05-29-1M,anthropic-claude-opus-4-7,anthropic,1,BROAD_AI_TECH,2000,20.0,2,-0.04604870006200301,-0.009209740012400602,Gartner $2.59T AI spend forecast; strong momentum into FOMC.
CB-2026-05-29-1M,anthropic-claude-opus-4-7,anthropic,1,GOLD,2000,20.0,3,-0.11650484657098914,-0.02330096931419783,"Hedge against sticky 3.8% CPI, weak consumer sentiment 44.8, real-rate stable."
CB-2026-05-29-1M,anthropic-claude-opus-4-7,anthropic,1,AEROSPACE_DEFENSE,1500,15.0,4,0.0163857875868767,0.002457868138031505,$1.5T FY27 defense budget tailwind; strong relative momentum.
CB-2026-05-29-1M,anthropic-claude-opus-4-7,anthropic,1,CYBERSECURITY,2000,20.0,5,-0.005210012774616524,-0.0010420025549233048,AI cybersecurity spend nearly doubling YoY; +31% 30d momentum.
CB-2026-05-29-1M,anthropic-claude-opus-4-8,anthropic,1,SEMICONDUCTORS,3000,30.0,1,0.055181721064451184,0.016554516319335355,"Strong semis momentum, 25% QoQ chip sales growth, AI capex surge; SMH leading with broad strength and low VIX supporting risk-on."
CB-2026-05-29-1M,anthropic-claude-opus-4-8,anthropic,1,TECHNOLOGY,2500,25.0,2,-0.028211313412634165,-0.007052828353158541,"AI spending forecast $2.59T, software prices accelerating; XLK strongest sector trend with persistent leadership into June."
CB-2026-05-29-1M,anthropic-claude-opus-4-8,anthropic,1,TAIWAN,1500,15.0,3,0.0292858744111677,0.0043928811616751546,Semiconductor supply chain leverage with sustained momentum; benefits from AI demand and global electronics cycle.
CB-2026-05-29-1M,anthropic-claude-opus-4-8,anthropic,1,AEROSPACE_DEFENSE,1500,15.0,4,0.0163857875868767,0.002457868138031505,$1.5T FY2027 defense request supports durable demand; ITA showing consistent momentum with geopolitical tailwinds.
CB-2026-05-29-1M,anthropic-claude-opus-4-8,anthropic,1,GOLD,1500,15.0,5,-0.11650484657098914,-0.01747572698564837,"Hedge against sticky inflation (PCE 3.8%, PPI 6%) and elevated geopolitical/policy uncertainty into June FOMC."
CB-2026-05-29-1M,google-gemini-3-1-pro,google,1,SEMICONDUCTORS,3000,30.0,1,0.055181721064451184,0.016554516319335355,Strong global chip sales and massive AI infrastructure spending forecasts provide a strong catalyst for continued outperformance.
CB-2026-05-29-1M,google-gemini-3-1-pro,google,1,SOUTH_KOREA,3000,30.0,2,-0.04047029955279291,-0.012141089865837873,"Heavy exposure to semiconductor exports and global electronics demand aligns with the AI infrastructure boom, supported by exceptional recent momentum."
CB-2026-05-29-1M,google-gemini-3-1-pro,google,1,SOLAR,2000,20.0,3,-0.22088464444266254,-0.04417692888853251,Upward revisions in utility-scale solar generation forecasts and extremely strong short-term momentum suggest continued capital inflows.
CB-2026-05-29-1M,google-gemini-3-1-pro,google,1,TECHNOLOGY,2000,20.0,4,-0.028211313412634165,-0.005642262682526833,Broad technology exposure captures the wider benefits of the $2.59 trillion forecasted AI spending while maintaining strong trend persistence.
CB-2026-05-29-1M,openai-gpt-5-5,openai,1,BROAD_AI_TECH,3000,30.0,1,-0.04604870006200301,-0.013814610018600904,Strong recent relative momentum with direct support from large AI spending forecasts and ongoing AI infrastructure capex narrative likely to remain price-relevant over the month.
CB-2026-05-29-1M,openai-gpt-5-5,openai,1,SEMICONDUCTORS,2500,25.0,2,0.055181721064451184,0.013795430266112796,"Semiconductor sales growth and AI compute demand provide near-term fundamental support, while the group has sustained strong momentum versus broad equities."
CB-2026-05-29-1M,openai-gpt-5-5,openai,1,CYBERSECURITY,2000,20.0,3,-0.005210012774616524,-0.0010420025549233048,Cybersecurity has the strongest 30-day trailing return among liquid thematic tech options and is supported by forecast growth in AI-related security spending.
CB-2026-05-29-1M,openai-gpt-5-5,openai,1,SOUTH_KOREA,1500,15.0,4,-0.04047029955279291,-0.006070544932918936,Exceptional short- and medium-term momentum with semiconductor/export sensitivity offers high beta to the prevailing AI and electronics risk-on trend.
CB-2026-05-29-1M,openai-gpt-5-5,openai,1,SOLAR,1000,10.0,5,-0.22088464444266254,-0.022088464444266254,"Very strong recent momentum and clean-energy sentiment can continue over a one-month window, with EIA solar generation forecasts providing a supportive narrative."
CB-2026-05-29-1M,xai-grok-4-3,xai,1,NASDAQ100,3000,30.0,1,-0.018195936967648985,-0.0054587810902946956,Heavy exposure to growth-oriented large caps with strong recent momentum and AI spending tailwinds likely to persist into June.
CB-2026-05-29-1M,xai-grok-4-3,xai,1,TECHNOLOGY,2500,25.0,2,-0.028211313412634165,-0.007052828353158541,Sector-level tech allocation benefits from semiconductor sales growth and software price trends observed in recent data.
CB-2026-05-29-1M,xai-grok-4-3,xai,1,SEMICONDUCTORS,2000,20.0,3,0.055181721064451184,0.011036344212890237,Direct play on Q1 chip sales surge and continued AI infrastructure demand before next FOMC and inflation prints.
CB-2026-05-29-1M,xai-grok-4-3,xai,1,BROAD_AI_TECH,1500,15.0,4,-0.04604870006200301,-0.006907305009300452,Captures broad AI ecosystem exposure aligned with Gartner and IEA forecasts for 2026 spending increases.
CB-2026-05-29-1M,xai-grok-4-3,xai,1,MOMENTUM,1000,10.0,5,0.06510624606149418,0.006510624606149418,Factor tilt to capture continuation of recent price trends in high-performing names through the one-month window.
