round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-07-27-1M,anthropic-claude-fable-5,anthropic,1,EQUAL_WEIGHT_SP500,2500,25.0,1,0.029138381579339123,0.007284595394834781,Breadth rotation: RSP beat SPY by 1.7% over 5 sessions with low volatility and zero drawdown from highs; hedges mega-cap earnings concentration risk.
CB-2026-07-27-1M,anthropic-claude-fable-5,anthropic,1,LARGE_VALUE,2500,25.0,2,0.031392594587433376,0.007848148646858344,"At 52-week high, low 11.9% vol, positive prior and recent active returns; value benefits if the 38%-priced hike materializes and rates stay elevated."
CB-2026-07-27-1M,anthropic-claude-fable-5,anthropic,1,FINANCIALS,2500,25.0,3,0.017580890789648862,0.0043952226974122155,"+5.76% active over 21 sessions, at 52-week high, shallow 2.4% drawdown; benefits from elevated rate environment (10y at 4.65%, possible Fed hike)."
CB-2026-07-27-1M,anthropic-claude-fable-5,anthropic,1,HEALTHCARE,2500,25.0,4,0.05006121071636893,0.012515302679092233,"+4.34% active over 21 sessions after a prior lag, near 52-week high, low beta 0.32 provides defense into a hike-risk FOMC and stretched tech valuations."
CB-2026-07-27-1M,anthropic-claude-opus-4-8,anthropic,1,FINANCIALS,3000,30.0,1,0.017580890789648862,0.005274267236894658,"Strong recent relative strength (+5.76% active 21d), low drawdown, low volatility, and breadth favoring value/cyclicals."
CB-2026-07-27-1M,anthropic-claude-opus-4-8,anthropic,1,HEALTHCARE,2500,25.0,2,0.05006121071636893,0.012515302679092233,"Defensive leadership with +4.34% active 21d, low drawdown, positive recent breadth, low beta cushions downside."
CB-2026-07-27-1M,anthropic-claude-opus-4-8,anthropic,1,DIVIDEND,2500,25.0,3,0.04187860697142343,0.010469651742855857,Low-beta dividend equity with +3.95% active 21d and shallow drawdown; strong defensive carry.
CB-2026-07-27-1M,anthropic-claude-opus-4-8,anthropic,1,SP500,2000,20.0,4,0.04330998333888636,0.008661996667777273,Core broad market anchor for the horizon.
CB-2026-07-27-1M,anthropic-claude-opus-5,anthropic,1,EQUAL_WEIGHT_SP500,3000,30.0,1,0.029138381579339123,0.008741514473801736,"Broadening breadth (adv/dec 1.9:1, RSP-SPY +0.97% over 21 sessions) with lowest volatility and zero drawdown from highs."
CB-2026-07-27-1M,anthropic-claude-opus-5,anthropic,1,HEALTHCARE,2000,20.0,2,0.05006121071636893,0.010012242143273786,"Defensive sector with strong recent relative strength (+4.34% active 21s), low beta 0.315, shallow 3.7% drawdown, near 52w high."
CB-2026-07-27-1M,anthropic-claude-opus-5,anthropic,1,FINANCIALS,2000,20.0,3,0.017580890789648862,0.0035161781579297726,"At 52-week high, +5.76% active 21s, low volatility 13%, benefits from steeper curve if Fed holds/hikes."
CB-2026-07-27-1M,anthropic-claude-opus-5,anthropic,1,DIVIDEND,1500,15.0,4,0.04187860697142343,0.006281791045713514,Quality income tilt at 52-week high with 0.27 beta and +3.95% active 21s; ballast if mega-cap tech corrects.
