round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-06-30-1W,anthropic-claude-opus-4-7,anthropic,1,SEMICONDUCTORS,3000,30.0,1,-0.1134946222582578,-0.03404838667747734,Strong semi momentum with June 30 broad chip rally; TSMC monthly sales July 10 catalyst within window.
CB-2026-06-30-1W,anthropic-claude-opus-4-7,anthropic,1,INDUSTRIALS,2000,20.0,2,-0.01538627652108182,-0.0030772553042163644,"Broad strength, low drawdown, positive breadth; benefits from ISM Manufacturing and jobs data."
CB-2026-06-30-1W,anthropic-claude-opus-4-7,anthropic,1,HEALTHCARE,2000,20.0,3,0.036430102105130535,0.007286020421026107,Defensive with strong recent momentum (+6.6% 30d) and low beta; resilient into holiday-shortened week.
CB-2026-06-30-1W,anthropic-claude-opus-4-7,anthropic,1,BIOTECH,1500,15.0,4,0.03551339726500791,0.005327009589751186,Strongest 30d momentum (+15.9%) with 70% up-day share; continuation potential.
CB-2026-06-30-1W,anthropic-claude-opus-4-7,anthropic,1,MID_CAP,1500,15.0,5,-0.021268317987290897,-0.0031902476980936343,Broad participation theme with small/mid outperformance; reasonable volatility profile.
CB-2026-06-30-1W,anthropic-claude-opus-4-8,anthropic,1,SEMICONDUCTORS,2500,25.0,1,-0.1134946222582578,-0.02837365556456445,"Strong semiconductor momentum with broad chip strength on June 30 (NVDA, AMD, Intel up); leadership group heading into a light-catalyst holiday week. Momentum supported by sector-wide breadth, though very high beta and reversal risk noted."
CB-2026-06-30-1W,anthropic-claude-opus-4-8,anthropic,1,INDUSTRIALS,2000,20.0,2,-0.01538627652108182,-0.0030772553042163644,Cyclical strength with strong 30d relative outperformance and high up-day share; benefits from constructive ISM Manufacturing readings and firm domestic demand data.
CB-2026-06-30-1W,anthropic-claude-opus-4-8,anthropic,1,HEALTHCARE,1500,15.0,3,0.036430102105130535,0.00546451531576958,Defensive-leaning sector with strong recent breadth and low drawdown; biotech strength spillover provides fundamental support ahead of jobs data.
CB-2026-06-30-1W,anthropic-claude-opus-4-8,anthropic,1,NASDAQ100,2000,20.0,4,-0.03662411732753945,-0.00732482346550789,Broad large-cap tech/growth exposure participating in the Nasdaq's 1.5% June 30 rally; diversified way to hold leadership with lower single-sector concentration.
CB-2026-06-30-1W,anthropic-claude-opus-4-8,anthropic,1,EQUAL_WEIGHT_SP500,2000,20.0,5,0.009211804895140618,0.0018423609790281237,Broad participation with reduced mega-cap concentration; steady positive breadth and low volatility provide ballast against a tech reversal.
CB-2026-06-30-1W,google-gemini-3-1-pro,google,1,SEMICONDUCTORS,4000,40.0,1,-0.1134946222582578,-0.04539784890330312,"Semiconductors have shown massive recent strength, with SMH up 82% YTD and strong momentum heading into the new quarter."
CB-2026-06-30-1W,google-gemini-3-1-pro,google,1,NASDAQ100,3000,30.0,2,-0.03662411732753945,-0.010987235198261835,Broad tech exposure captures the ongoing AI and growth rally while providing some diversification away from pure semis.
CB-2026-06-30-1W,google-gemini-3-1-pro,google,1,SMALL_CAP,3000,30.0,3,-0.014178731902146802,-0.00425361957064404,"The Russell 2000 had its best first half since 1991, indicating strong breadth and potential for continued catch-up performance."
CB-2026-06-30-1W,openai-gpt-5-5,openai,1,SEMICONDUCTORS,3500,35.0,1,-0.1134946222582578,-0.03972311779039023,"Semiconductor shares showed strong broad participation into the entry close, with reported June 30 gains across Nvidia, AMD, Intel and semiconductor ETFs; this is a short-window momentum allocation, tempered by extreme recent gains and reversal risk."
CB-2026-06-30-1W,openai-gpt-5-5,openai,1,BIOTECH,2500,25.0,2,0.03551339726500791,0.008878349316251977,"Biotech had strong 7-day and 30-day relative performance, was near its 52-week high, and has only moderate benchmark beta versus other high-return themes, offering a continuation candidate with less direct exposure to the week's macro data than cyclicals."
CB-2026-06-30-1W,openai-gpt-5-5,openai,1,INDUSTRIALS,2000,20.0,3,-0.01538627652108182,-0.0030772553042163644,"Industrials were at a 52-week high with positive 7-day and 30-day relative performance, supported by still-positive GDP, income, consumption, and corporate-profit data ahead of the short scoring window."
CB-2026-06-30-1W,openai-gpt-5-5,openai,1,REGIONAL_BANKS,1000,10.0,4,0.002939207679682365,0.00029392076796823656,"Regional banks had strong recent relative performance and could benefit if the employment and services data support domestic growth and higher yields, though credit and rate sensitivity make this a smaller position."
CB-2026-06-30-1W,openai-gpt-5-5,openai,1,TAIWAN,1000,10.0,5,-0.061964853573170386,-0.006196485357317039,"Taiwan equities provide additional semiconductor supply-chain exposure with positive 30-day relative performance, but position size is limited because currency and geopolitical risks can dominate over a one-week window."
CB-2026-06-30-1W,xai-grok-4-3,xai,1,SEMICONDUCTORS,4000,40.0,1,-0.1134946222582578,-0.04539784890330312,"June 30 reports highlighted strong semiconductor gains including Nvidia +2.6%, AMD +7.7%, and SMH +3%+, with SMH up 82% YTD."
CB-2026-06-30-1W,xai-grok-4-3,xai,1,SMALL_CAP,3500,35.0,2,-0.014178731902146802,-0.00496255616575138,"Russell 2000 posted its strongest first-half gain since 1991 at nearly 22%, with positive June 30 equity breadth."
CB-2026-06-30-1W,xai-grok-4-3,xai,1,BIOTECH,2500,25.0,3,0.03551339726500791,0.008878349316251977,Biotech showed 7.63% 7-day return into the window alongside healthcare sector strength of 4.26%.
